时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s,预测最优开度,预测方式
9.14977,100,500,0,400,5000,2.81,3.57,100,直接输出100
9.1544,100,500,0,400,5000,2.81,3.57,100,直接输出100
9.16048,100,500,0,400,5000,2.84,3.57,100,直接输出100
9.16658,100,500,0,400,5000,2.84,3.57,100,直接输出100
9.17648,100,500,0,400,5000,2.88,3.57,100,直接输出100
9.18948,100,500,0,400,5000,2.89,3.57,100,直接输出100
9.19246,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.19636,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.20149,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.20822,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.21347,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.22396,100,500,0,400,5000,2.9,3.57,100,直接输出100
9.23773,100,500,0,400,5000,2.94,3.57,100,直接输出100
9.24172,100,500,0,400,5000,2.94,3.57,100,直接输出100
9.24697,100,500,0,400,5000,2.94,3.57,100,直接输出100
9.25385,100,500,0,400,5000,2.94,3.57,100,直接输出100
9.2589,100,500,0,400,5000,2.94,3.57,100,直接输出100
9.26952,100,500,0,400,5000,2.95,3.57,100,直接输出100
9.28348,100,500,0,400,5000,3,3.57,100,直接输出100
9.2877,100,500,0,400,5000,3,3.57,100,直接输出100
9.29325,100,500,0,400,5000,3,3.57,100,直接输出100
9.30005,100,500,0,400,5000,3,3.57,100,直接输出100
9.30472,100,500,0,400,5000,3,3.57,100,直接输出100
9.31561,100,500,0,400,5000,3,3.62,100,直接输出100
9.32949,100,500,0,400,5000,3,3.65,100,直接输出100
9.33403,100,500,0,400,5000,3,3.81,100,直接输出100
9.33999,100,500,0,400,5000,3,3.81,100,直接输出100
9.34625,100,500,0,400,5000,3,4.01,100,直接输出100
9.35055,100,500,0,400,5000,3,4.03,100,直接输出100
9.36169,100,500,0,400,5000,3,4.06,100,直接输出100
9.37523,100,500,0,400,5000,3,4.08,100,直接输出100
9.38,100,500,0,400,5000,3,4.12,100,直接输出100
9.38627,100,500,0,400,5000,3,4.12,100,直接输出100
9.39213,100,500,0,400,5000,3,4.17,100,直接输出100
9.4022,100,500,0,400,5000,3,4.23,100,直接输出100
9.41542,100,500,0,400,5000,3,4.23,100,直接输出100
9.41869,100,500,0,400,5000,3,4.25,100,直接输出100
9.42298,100,500,0,400,5000,2.98,4.25,100,直接输出100
9.42862,100,500,0,400,5000,2.96,4.25,100,直接输出100
9.4353,100,500,0,400,5000,2.96,4.34,100,直接输出100
9.4399,100,500,0,400,5000,2.96,4.35,100,直接输出100
9.45084,100,500,0,400,5000,2.96,4.4,100,直接输出100
9.46464,100,500,0,400,5000,2.96,4.48,100,直接输出100
9.46923,100,500,0,400,5000,2.96,4.48,100,直接输出100
9.47526,100,500,0,400,5000,2.96,4.48,100,直接输出100
9.48143,100,500,0,400,5000,2.96,4.48,100,直接输出100
9.48567,100,500,0,400,5000,2.96,4.48,100,直接输出100
9.49685,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.51034,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.51515,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.52147,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.52726,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.53738,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.55066,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.554,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.55839,100,500,0,400,5000,2.91,4.48,100,直接输出100
9.56415,100,500,0,400,5000,2.87,4.48,100,直接输出100
9.57067,100,500,0,400,5000,2.85,4.48,100,直接输出100
9.57515,100,500,0,400,5000,2.83,4.48,100,直接输出100
9.58617,100,500,0,400,5000,2.74,4.48,100,直接输出100
9.59987,100,500,0,400,5000,2.71,4.48,100,直接输出100
9.60453,100,500,0,400,5000,2.67,4.48,100,直接输出100
9.61065,100,500,0,400,5000,2.64,4.48,100,直接输出100
9.6167,100,500,0,400,5000,2.62,4.48,100,直接输出100
9.62664,100,500,0,400,5000,2.59,4.48,100,直接输出100
9.63969,100,500,0,400,5000,2.59,4.48,100,直接输出100
9.64273,100,500,0,400,5000,2.58,4.48,100,直接输出100
9.64672,100,500,0,400,5000,2.55,4.48,100,直接输出100
9.65196,100,500,0,400,5000,2.51,4.48,100,直接输出100
9.65884,100,500,0,400,5000,2.45,4.48,100,直接输出100
9.66389,100,500,0,400,5000,2.44,4.48,100,直接输出100
9.67451,100,500,0,400,5000,2.41,4.48,100,直接输出100
9.68847,100,500,0,400,5000,2.37,4.48,100,直接输出100
9.69269,100,500,0,400,5000,2.36,4.48,100,直接输出100
9.69823,100,500,0,400,5000,2.32,4.48,100,直接输出100
9.70503,100,500,0,400,5000,2.29,4.48,100,直接输出100
9.70971,100,500,0,400,5000,2.28,4.48,100,直接输出100
9.72059,100,500,0,400,5000,2.19,4.48,100,直接输出100
9.73448,100,500,0,400,5000,2.18,4.48,100,直接输出100
9.73901,100,500,0,400,5000,2.18,4.48,100,直接输出100
9.74497,100,500,0,400,5000,2.15,4.48,100,直接输出100
9.75124,100,500,0,400,5000,2.11,4.48,100,直接输出100
9.75554,100,500,0,400,5000,2.08,4.48,100,直接输出100
9.76668,100,500,0,400,5000,2.01,4.48,100,直接输出100
9.78022,100,500,0,400,5000,1.94,4.48,100,直接输出100
9.78499,100,500,0,400,5000,1.94,4.48,100,直接输出100
9.79126,100,500,0,400,5000,1.9,4.48,100,直接输出100
9.79712,100,500,0,400,5000,1.86,4.48,100,直接输出100
9.80719,100,500,0,400,5000,1.77,4.48,100,直接输出100
9.82041,100,500,0,400,5000,1.65,4.48,100,直接输出100
9.82367,100,500,0,400,5000,1.62,4.48,100,直接输出100
9.82796,100,500,0,400,5000,1.58,4.48,100,直接输出100
9.83358,100,500,0,400,5000,1.58,4.48,100,直接输出100
9.84028,100,500,0,400,5000,1.53,4.48,100,直接输出100
9.84488,100,500,0,400,5000,1.48,4.48,100,直接输出100
9.85581,100,500,0,400,5000,1.37,4.48,100,直接输出100
9.86963,100,500,0,400,5000,1.42,4.48,100,直接输出100
9.87421,100,500,0,400,5000,1.45,4.48,100,直接输出100
9.88023,100,500,0,400,5000,1.47,4.48,100,直接输出100
9.88641,100,500,0,400,5000,1.5,4.48,100,直接输出100
9.89066,100,500,0,400,5000,1.5,4.48,100,直接输出100
9.90184,100,500,0,400,5000,1.53,4.48,100,直接输出100
9.91533,100,500,0,400,5000,1.7,4.48,100,直接输出100
9.92014,100,500,0,400,5000,1.72,4.48,100,直接输出100
9.92645,100,500,0,400,5000,1.73,4.48,100,直接输出100
9.93225,100,500,0,400,5000,1.77,4.48,100,直接输出100
9.94236,100,500,0,400,5000,1.77,4.48,100,直接输出100
9.95563,100,500,0,400,5000,1.82,4.48,100,直接输出100
9.95897,100,500,0,400,5000,1.82,4.48,100,直接输出100
9.96334,100,500,0,400,5000,1.82,4.48,100,直接输出100
9.9691,100,500,0,400,5000,1.85,4.48,100,直接输出100
9.97563,100,500,0,400,5000,1.85,4.48,100,直接输出100
9.98012,100,500,0,400,5000,1.85,4.48,100,直接输出100
9.99113,100,500,0,400,5000,1.85,4.48,100,直接输出100
10.00485,100,500,0,400,5000,1.88,4.48,100,直接输出100
10.0095,100,500,0,400,5000,1.88,4.48,100,直接输出100
10.01561,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.02167,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.0316,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.04464,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.04766,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.05163,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.05684,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.06369,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.06879,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.07938,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.09329,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.09745,100,500,0,400,5000,1.89,4.48,100,直接输出100
10.10293,100,500,0,400,5000,1.9,4.48,100,直接输出100
10.10983,100,500,0,400,5000,1.9,4.48,100,直接输出100
10.11457,100,500,0,400,5000,1.9,4.48,100,直接输出100
10.12541,100,500,0,400,5000,1.9,4.48,100,直接输出100
10.13935,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.14384,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.14975,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.15608,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.16043,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.17154,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.18513,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.18987,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.19609,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.20201,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.21204,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.22521,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.22841,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.23262,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.23814,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.24497,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.24967,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.26054,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.27444,100,500,0,400,5000,1.98,4.48,100,直接输出100
10.27896,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.28491,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.29119,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.29551,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.30663,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.32019,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.32495,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.33121,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.33708,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.34714,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.36034,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.36359,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.36785,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.37344,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.38018,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.38481,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.39572,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.40957,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.41413,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.42013,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.42634,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.43061,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.44177,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.45529,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.46008,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.46637,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.47219,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.48228,100,500,0,400,5000,1.97,4.48,100,直接输出100
10.49554,100,500,0,400,5000,2.08,4.48,100,直接输出100
10.49884,100,500,0,400,5000,2.08,4.48,100,直接输出100
10.50318,100,500,0,400,5000,2.11,4.48,100,直接输出100
10.50888,100,500,0,400,5000,2.13,4.48,100,直接输出100
10.51548,100,500,0,400,5000,2.13,4.48,100,直接输出100
10.52002,100,500,0,400,5000,2.13,4.48,100,直接输出100
10.531,100,500,0,400,5000,2.15,4.48,100,直接输出100
10.54475,100,500,0,400,5000,2.22,4.48,100,直接输出100
10.54938,100,500,0,400,5000,2.22,4.48,100,直接输出100
10.55545,100,500,0,400,5000,2.22,4.48,100,直接输出100
10.56156,100,500,0,400,5000,2.22,4.48,100,直接输出100
10.57146,100,500,0,400,5000,2.22,4.48,100,直接输出100
10.58445,100,500,0,400,5000,2.24,4.48,100,直接输出100
10.58741,100,500,0,400,5000,2.24,4.48,100,直接输出100
10.5913,100,500,0,400,5000,2.27,4.48,100,直接输出100
10.59642,100,500,0,400,5000,2.28,4.48,100,直接输出100
10.60313,100,500,0,400,5000,2.3,4.48,100,直接输出100
10.6084,100,500,0,400,5000,2.3,4.48,100,直接输出100
10.61887,100,500,0,400,5000,2.37,4.48,100,直接输出100
10.63262,100,500,0,400,5000,2.46,4.48,100,直接输出100
10.63658,100,500,0,400,5000,2.46,4.48,100,直接输出100
10.64178,100,500,0,400,5000,2.47,4.48,100,直接输出100
10.64861,100,500,0,400,5000,2.49,4.48,100,直接输出100
10.65373,100,500,0,400,5000,2.49,4.48,100,直接输出100
10.6643,100,500,0,400,5000,2.52,4.48,100,直接输出100
10.67819,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.68232,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.68775,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.69471,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.69949,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.7103,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.72427,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.72875,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.73462,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.74099,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.74537,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.75646,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.77007,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.7748,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.781,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.78694,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.79695,100,500,0,400,5000,2.55,4.48,100,直接输出100
10.8101,100,500,0,400,5000,2.55,4.53,100,直接输出100
10.81327,100,500,0,400,5000,2.55,4.53,100,直接输出100
10.81743,100,500,0,400,5000,2.55,4.56,100,直接输出100
10.82289,100,500,0,400,5000,2.55,4.56,100,直接输出100
10.8298,100,500,0,400,5000,2.55,4.56,100,直接输出100
10.83455,100,500,0,400,5000,2.55,4.64,100,直接输出100
10.84538,100,500,0,400,5000,2.55,4.71,100,直接输出100
10.85933,100,500,0,400,5000,2.55,4.8,100,直接输出100
10.86382,100,500,0,400,5000,2.55,4.8,100,直接输出100
10.86973,100,500,0,400,5000,2.55,4.8,100,直接输出100
10.87606,100,500,0,400,5000,2.55,4.85,100,直接输出100
10.88042,100,500,0,400,5000,2.55,4.85,100,直接输出100
10.89152,100,500,0,400,5000,2.55,4.87,100,直接输出100
10.90512,100,500,0,400,5000,2.55,4.89,100,直接输出100
10.90985,100,500,0,400,5000,2.55,4.96,100,直接输出100
10.91607,100,500,0,400,5000,2.55,4.96,100,直接输出100
10.92199,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.93202,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.94519,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.94838,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.95258,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.95809,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.96494,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.96965,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.98051,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.99442,100,500,0,400,5000,2.55,5.05,100,直接输出100
10.99894,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.00487,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.01116,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.01549,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.02662,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.04018,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.04494,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.05118,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.05707,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.06712,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.08032,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.08355,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.0878,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.09338,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.10014,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.10479,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.11569,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.12954,100,500,0,400,5000,2.55,5.05,100,直接输出100
11.1341,100,500,0,400,5000,2.52,5.05,100,直接输出100
11.14009,100,500,0,400,5000,2.49,5.05,100,直接输出100
11.14631,100,500,0,400,5000,2.47,5.05,100,直接输出100
11.15059,100,500,0,400,5000,2.46,5.05,100,直接输出100
11.16175,100,500,0,400,5000,2.42,5.05,100,直接输出100
11.17527,100,500,0,400,5000,2.58,5.05,100,直接输出100
11.18006,100,500,0,400,5000,2.64,5.08,100,直接输出100
11.18634,100,500,0,400,5000,2.72,5.08,100,直接输出100
11.19218,100,500,0,400,5000,2.8,5.12,100,直接输出100
11.20226,100,500,0,400,5000,2.8,5.13,100,直接输出100
11.21551,100,500,0,400,5000,2.93,5.13,100,直接输出100
11.2188,100,500,0,400,5000,2.98,5.13,100,直接输出100
11.22313,100,500,0,400,5000,3.05,5.13,100,直接输出100
11.22881,100,500,0,400,5000,3.09,5.13,100,直接输出100
11.23543,100,500,0,400,5000,3.09,5.13,100,直接输出100
11.23999,100,500,0,400,5000,3.15,5.13,100,直接输出100
11.25095,100,500,0,400,5000,3.15,5.13,100,直接输出100
11.26472,100,500,0,400,5000,3.29,5.13,100,直接输出100
11.26934,100,500,0,400,5000,3.32,5.13,100,直接输出100
11.2754,100,500,0,400,5000,3.35,5.13,100,直接输出100
11.28153,100,500,0,400,5000,3.35,5.14,100,直接输出100
11.29141,100,500,0,400,5000,3.46,5.15,100,直接输出100
11.30439,100,500,0,400,5000,3.57,5.16,100,直接输出100
11.30733,100,500,0,400,5000,3.59,5.16,100,直接输出100
11.3112,100,500,0,400,5000,3.59,5.16,100,直接输出100
11.31628,100,500,0,400,5000,3.62,5.16,100,直接输出100
11.32295,100,500,0,400,5000,3.65,5.16,100,直接输出100
11.32828,100,500,0,400,5000,3.65,5.17,100,直接输出100
11.33871,100,500,0,400,5000,3.81,5.17,100,直接输出100
11.35241,100,500,0,400,5000,4.03,5.17,100,直接输出100
11.3563,100,500,0,400,5000,4.05,5.17,100,直接输出100
11.36141,100,500,0,400,5000,4.06,5.17,100,直接输出100
11.36811,100,500,0,400,5000,4.08,5.17,100,直接输出100
11.37339,100,500,0,400,5000,4.08,5.17,100,直接输出100
11.38386,100,500,0,400,5000,4.12,5.17,100,直接输出100
11.39761,100,500,0,400,5000,4.2,5.17,100,直接输出100
11.40156,100,500,0,400,5000,4.23,5.17,100,直接输出100
11.40675,100,500,0,400,5000,4.23,5.17,100,直接输出100
11.41356,100,500,0,400,5000,4.23,5.17,100,直接输出100
11.4187,100,500,0,400,5000,4.25,5.17,100,直接输出100
11.42926,100,500,0,400,5000,4.25,5.17,100,直接输出100
11.44314,100,500,0,400,5000,4.4,5.17,100,直接输出100
11.44726,100,500,0,400,5000,4.4,5.17,100,直接输出100
11.45267,100,500,0,400,5000,4.4,5.17,100,直接输出100
11.45965,100,500,0,400,5000,4.4,5.17,100,直接输出100
11.46445,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.47524,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.48924,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.4937,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.49956,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.50595,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.51034,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.52142,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.53504,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.53976,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.54595,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.55191,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.56191,100,500,0,400,5000,4.48,5.17,100,直接输出100
11.57504,100,500,0,400,5000,4.48,5.25,100,直接输出100
11.57819,100,500,0,400,5000,4.48,5.25,100,直接输出100
11.58233,100,500,0,400,5000,4.48,5.29,100,直接输出100
11.58776,100,500,0,400,5000,4.48,5.29,100,直接输出100
11.59471,100,500,0,400,5000,4.48,5.29,100,直接输出100
11.59949,100,500,0,400,5000,4.48,5.34,100,直接输出100
11.6103,100,500,0,400,5000,4.48,5.37,100,直接输出100
11.62428,100,500,0,400,5000,4.48,5.39,100,直接输出100
11.62875,100,500,0,400,5000,4.48,5.39,100,直接输出100
11.63463,100,500,0,400,5000,4.48,5.39,100,直接输出100
11.641,100,500,0,400,5000,4.48,5.4,100,直接输出100
11.64538,100,500,0,400,5000,4.48,5.4,100,直接输出100
11.65646,100,500,0,400,5000,4.48,5.41,100,直接输出100
11.67008,100,500,0,400,5000,4.48,5.46,100,直接输出100
11.6748,100,500,0,400,5000,4.48,5.46,100,直接输出100
11.68101,100,500,0,400,5000,4.48,5.46,100,直接输出100
11.68694,100,500,0,400,5000,4.48,5.51,100,直接输出100
11.69696,100,500,0,400,5000,4.48,5.53,100,直接输出100
11.71011,100,500,0,400,5000,4.48,5.58,100,直接输出100
11.71327,100,500,0,400,5000,4.48,5.58,100,直接输出100
11.71743,100,500,0,400,5000,4.48,5.6,100,直接输出100
11.7229,100,500,0,400,5000,4.48,5.6,100,直接输出100
11.72981,100,500,0,400,5000,4.48,5.6,100,直接输出100
11.73456,100,500,0,400,5000,4.48,5.6,100,直接输出100
11.74539,100,500,0,400,5000,4.48,5.6,100,直接输出100
11.75934,100,500,0,400,5000,4.47,5.6,100,直接输出100
11.76383,100,500,0,400,5000,4.47,5.6,100,直接输出100
11.76973,100,500,0,400,5000,4.47,5.6,100,直接输出100
11.77607,100,500,0,400,5000,4.47,5.6,100,直接输出100
11.78042,100,500,0,400,5000,4.47,5.6,100,直接输出100
11.79153,100,500,0,400,5000,4.46,5.6,100,直接输出100
11.80512,100,500,0,400,5000,4.46,5.6,100,直接输出100
11.80986,100,500,0,400,5000,4.46,5.6,100,直接输出100
11.81608,100,500,0,400,5000,4.45,5.6,100,直接输出100
11.822,100,500,0,400,5000,4.44,5.6,100,直接输出100
11.83202,100,500,0,400,5000,4.41,5.6,100,直接输出100
11.8452,100,500,0,400,5000,4.32,5.6,100,直接输出100
11.84839,100,500,0,400,5000,4.32,5.6,100,直接输出100
11.85259,100,500,0,400,5000,4.28,5.6,100,直接输出100
11.8581,100,500,0,400,5000,4.24,5.6,100,直接输出100
11.86495,100,500,0,400,5000,4.24,5.6,100,直接输出100
11.86965,100,500,0,400,5000,4.24,5.6,100,直接输出100
11.88052,100,500,0,400,5000,4.23,5.6,100,直接输出100
11.89442,100,500,0,400,5000,4.15,5.6,100,直接输出100
11.89895,100,500,0,400,5000,4.12,5.6,100,直接输出100
11.90488,100,500,0,400,5000,4.09,5.6,100,直接输出100
11.91117,100,500,0,400,5000,4.05,5.6,100,直接输出100
11.9155,100,500,0,400,5000,4.02,5.6,100,直接输出100
11.92662,100,500,0,400,5000,3.94,5.6,100,直接输出100
11.94018,100,500,0,400,5000,3.82,5.6,100,直接输出100
11.94494,100,500,0,400,5000,3.78,5.6,100,直接输出100
11.95119,100,500,0,400,5000,3.69,5.6,100,直接输出100
11.95707,100,500,0,400,5000,3.64,5.6,100,直接输出100
11.96712,100,500,0,400,5000,3.61,5.6,100,直接输出100
11.98033,100,500,0,400,5000,3.38,5.6,100,直接输出100
11.98357,100,500,0,400,5000,3.35,5.6,100,直接输出100
11.98782,100,500,0,400,5000,3.29,5.6,100,直接输出100
11.9934,100,500,0,400,5000,3.26,5.6,100,直接输出100
12.00015,100,500,0,400,5000,3.22,5.6,100,直接输出100
12.0048,100,500,0,400,5000,3.21,5.6,100,直接输出100
12.0157,100,500,0,400,5000,3.2,5.6,100,直接输出100
12.02955,100,500,0,400,5000,3.05,5.6,100,直接输出100
12.03411,100,500,0,400,5000,3.03,5.6,100,直接输出100
12.0401,100,500,0,400,5000,3,5.6,100,直接输出100
12.04632,100,500,0,400,5000,2.95,5.6,100,直接输出100
12.0506,100,500,0,400,5000,2.93,5.6,100,直接输出100
12.06176,100,500,0,400,5000,2.83,5.6,100,直接输出100
12.07528,100,500,0,400,5000,2.71,5.6,100,直接输出100
12.08006,100,500,0,400,5000,2.65,5.6,100,直接输出100
12.08635,100,500,0,400,5000,2.61,5.6,100,直接输出100
12.09218,100,500,0,400,5000,2.53,5.6,100,直接输出100
12.10227,100,500,0,400,5000,2.47,5.6,100,直接输出100
12.11552,100,500,0,400,5000,2.37,5.6,100,直接输出100
12.11882,100,500,0,400,5000,2.35,5.6,100,直接输出100
12.12315,100,500,0,400,5000,2.32,5.6,100,直接输出100
12.12884,100,500,0,400,5000,2.28,5.6,100,直接输出100
12.13545,100,500,0,400,5000,2.22,5.6,100,直接输出100
12.14,100,500,0,400,5000,2.2,5.6,100,直接输出100
12.15097,100,500,0,400,5000,2.12,5.6,100,直接输出100
12.16474,100,500,0,400,5000,1.96,5.6,100,直接输出100
12.16936,100,500,0,400,5000,1.97,5.6,100,直接输出100
12.17542,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.18154,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.19143,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.20442,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.20737,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.21125,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.21634,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.22303,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.22833,100,500,0,400,5000,1.98,5.6,100,直接输出100
12.23878,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.2525,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.25642,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.26157,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.26833,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.27354,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.28406,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.29787,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.3019,100,500,0,400,5000,2.03,5.6,100,直接输出100
12.30719,100,500,0,400,5000,2.07,5.6,100,直接输出100
12.31415,100,500,0,400,5000,2.07,5.6,100,直接输出100
12.31911,100,500,0,400,5000,2.07,5.6,100,直接输出100
12.3298,100,500,0,400,5000,2.11,5.6,100,直接输出100
12.34384,100,500,0,400,5000,2.29,5.6,100,直接输出100
12.34818,100,500,0,400,5000,2.29,5.6,100,直接输出100
12.35387,100,500,0,400,5000,2.29,5.6,100,直接输出100
12.36048,100,500,0,400,5000,2.32,5.6,100,直接输出100
12.36502,100,500,0,400,5000,2.32,5.6,100,直接输出100
12.37599,100,500,0,400,5000,2.41,5.6,100,直接输出100
12.38975,100,500,0,400,5000,2.45,5.6,100,直接输出100
12.39438,100,500,0,400,5000,2.45,5.6,100,直接输出100
12.40045,100,500,0,400,5000,2.45,5.6,100,直接输出100
12.40656,100,500,0,400,5000,2.45,5.6,100,直接输出100
